date,closing_price,symbol,type
2008-06-13,1531.91003,XOI,index
2008-06-12,1524.44995,XOI,index
2008-06-11,1547.88,XOI,index
2008-06-10,1530.96997,XOI,index
2008-06-09,1572.30005,XOI,index
2008-06-06,1543.07996,XOI,index
2008-06-05,1565.35999,XOI,index
2008-06-04,1506.70996,XOI,index
2008-06-03,1554.68005,XOI,index
2008-06-02,1575.63,XOI,index
2008-05-30,1569.58997,XOI,index
2008-05-29,1555.31995,XOI,index
2008-05-28,1583.76001,XOI,index
2008-05-27,1565.72998,XOI,index
2008-05-23,1587.43994,XOI,index
2008-05-22,1613.82996,XOI,index
2008-05-21,1625.29004,XOI,index
2008-05-20,1630.08997,XOI,index
2008-05-19,1614.52002,XOI,index
2008-05-16,1599.01001,XOI,index
2008-05-15,1557.19995,XOI,index
2008-05-14,1531.66003,XOI,index
2008-05-13,1540.23999,XOI,index
2008-05-12,1533.19995,XOI,index
2008-05-09,1519.47998,XOI,index
2008-05-08,1528.83997,XOI,index
2008-05-07,1514.80005,XOI,index
2008-05-06,1536.09998,XOI,index
2008-05-05,1501.18994,XOI,index
2008-05-02,1490.14001,XOI,index
2008-05-01,1469.70996,XOI,index
2008-04-30,1484.75,XOI,index
2008-04-29,1483.69995,XOI,index
2008-04-28,1480.94995,XOI,index
2008-04-25,1489.44995,XOI,index
2008-04-24,1471.77002,XOI,index
2008-04-23,1502.57996,XOI,index
2008-04-22,1514.51001,XOI,index
2008-04-21,1508.82996,XOI,index
2008-04-18,1488.47998,XOI,index
2008-04-17,1473.15002,XOI,index
2008-04-16,1474.84998,XOI,index
2008-04-15,1432.43994,XOI,index
2008-04-14,1422.73999,XOI,index
2008-04-11,1384.27002,XOI,index
2008-04-10,1407.53003,XOI,index
2008-04-09,1417.40002,XOI,index
2008-04-08,1408.12,XOI,index
2008-04-07,1397.68005,XOI,index
2008-04-04,1392.77002,XOI,index
2008-04-03,1384.77002,XOI,index
2008-04-02,1386.27002,XOI,index
2008-04-01,1369.68005,XOI,index
2008-03-31,1337.68005,XOI,index
2008-03-28,1334.06995,XOI,index
2008-03-27,1339.90002,XOI,index
2008-03-26,1358.71997,XOI,index
2008-03-25,1337.43005,XOI,index
2008-03-24,1339.19995,XOI,index
2008-03-20,1324.48999,XOI,index
2008-03-19,1314.20996,XOI,index
2008-03-18,1381.03003,XOI,index
2008-03-17,1335.08997,XOI,index
2008-03-14,1381.07996,XOI,index
2008-03-13,1408.90002,XOI,index
2008-03-12,1399.09998,XOI,index
2008-03-11,1417.94995,XOI,index
2008-03-10,1361.66003,XOI,index
2008-03-07,1366.23999,XOI,index
2008-03-06,1386.75,XOI,index
2008-03-05,1431.77002,XOI,index
2008-03-04,1403.93005,XOI,index
2008-03-03,1425.41003,XOI,index
2008-02-29,1420.75,XOI,index
2008-02-28,1458.28003,XOI,index
2008-02-27,1456.21997,XOI,index
2008-02-26,1467.10999,XOI,index
2008-02-25,1444.23999,XOI,index
2008-02-22,1412.14001,XOI,index
2008-02-21,1397.12,XOI,index
2008-02-20,1425.0,XOI,index
2008-02-19,1414.10999,XOI,index
2008-02-15,1376.87,XOI,index
2008-02-14,1382.02002,XOI,index
2008-02-13,1378.60999,XOI,index
2008-02-12,1352.82996,XOI,index
2008-02-11,1349.98999,XOI,index
2008-02-08,1331.19995,XOI,index
2008-02-07,1306.71997,XOI,index
2008-02-06,1294.98999,XOI,index
2008-02-05,1319.57996,XOI,index
2008-02-04,1377.96997,XOI,index
2008-02-01,1384.35999,XOI,index
2008-01-31,1370.20996,XOI,index
2008-01-30,1367.09998,XOI,index
2008-01-29,1373.72998,XOI,index
2008-01-28,1348.05005,XOI,index
2008-01-25,1331.28003,XOI,index
2008-01-24,1347.91003,XOI,index
2008-01-23,1291.98999,XOI,index
2008-01-22,1309.44995,XOI,index
2008-01-18,1348.46997,XOI,index
2008-01-17,1335.64001,XOI,index
2008-01-16,1382.02002,XOI,index
2008-01-15,1424.59998,XOI,index
2008-01-14,1481.45996,XOI,index
2008-01-11,1463.80005,XOI,index
2008-01-10,1492.46997,XOI,index
2008-01-09,1505.95996,XOI,index
2008-01-08,1495.78003,XOI,index
2008-01-07,1519.97998,XOI,index
2008-01-04,1525.44995,XOI,index
2008-01-03,1565.93994,XOI,index
2008-01-02,1562.14001,XOI,index
2007-12-31,1559.69995,XOI,index
2007-12-28,1577.48999,XOI,index
2007-12-27,1566.08997,XOI,index
2007-12-26,1576.84998,XOI,index
2007-12-24,1560.37,XOI,index
2007-12-21,1547.34998,XOI,index
2007-12-20,1507.80005,XOI,index
2007-12-19,1500.89001,XOI,index
2007-12-18,1488.06006,XOI,index
2007-12-17,1463.27002,XOI,index
2007-12-14,1482.64001,XOI,index
2007-12-13,1498.07996,XOI,index
2007-12-12,1491.75,XOI,index
2007-12-11,1453.64001,XOI,index
2007-12-10,1478.62,XOI,index
2007-12-07,1478.81995,XOI,index
2007-12-06,1478.38,XOI,index
2007-12-05,1445.73999,XOI,index
2007-12-04,1422.71997,XOI,index
2007-12-03,1436.95996,XOI,index
2007-11-30,1429.64001,XOI,index
2007-11-29,1415.83997,XOI,index
2007-11-28,1406.15002,XOI,index
2007-11-27,1380.66003,XOI,index
2007-11-26,1391.30005,XOI,index
2007-11-23,1431.02002,XOI,index
2007-11-21,1413.25,XOI,index
2007-11-20,1437.98999,XOI,index
2007-11-19,1400.80005,XOI,index
2007-11-16,1423.63,XOI,index
2007-11-15,1392.32996,XOI,index
2007-11-14,1426.82996,XOI,index
2007-11-13,1438.04004,XOI,index
2007-11-12,1410.0,XOI,index
2007-11-09,1463.39001,XOI,index
2007-11-08,1488.94995,XOI,index
2007-11-07,1478.73999,XOI,index
2007-11-06,1511.87,XOI,index
2007-11-05,1470.34998,XOI,index
2007-11-02,1471.32996,XOI,index
2007-11-01,1452.64001,XOI,index
2007-10-31,1495.69995,XOI,index
2007-10-30,1466.05005,XOI,index
2007-10-29,1509.18994,XOI,index
2007-10-26,1506.41003,XOI,index
2007-10-25,1474.70996,XOI,index
2007-10-24,1460.80005,XOI,index
2007-10-23,1446.44995,XOI,index
2007-10-22,1438.54004,XOI,index
2007-10-19,1456.94995,XOI,index
2007-10-18,1501.80005,XOI,index
2007-10-17,1493.08997,XOI,index
2007-10-16,1505.35999,XOI,index
2007-10-15,1495.46997,XOI,index
2007-10-12,1480.04004,XOI,index
2007-10-11,1460.93994,XOI,index
2007-10-10,1466.05005,XOI,index
2007-10-09,1458.63,XOI,index
2007-10-08,1432.90002,XOI,index
2007-10-05,1436.72998,XOI,index
2007-10-04,1425.56006,XOI,index
2007-10-03,1413.35999,XOI,index
2007-10-02,1432.04004,XOI,index
2007-10-01,1454.0,XOI,index
2007-09-28,1440.15002,XOI,index
2007-09-27,1445.56995,XOI,index
2007-09-26,1445.97998,XOI,index
2007-09-25,1444.81995,XOI,index
2007-09-24,1466.25,XOI,index
2007-09-21,1469.68005,XOI,index
2007-09-20,1460.56006,XOI,index
2007-09-19,1454.42004,XOI,index
2007-09-18,1449.39001,XOI,index
2007-09-17,1406.04004,XOI,index
2007-09-14,1409.92004,XOI,index
2007-09-13,1411.06006,XOI,index
2007-09-12,1397.13,XOI,index
2007-09-11,1387.56006,XOI,index
2007-09-10,1368.43005,XOI,index
2007-09-07,1378.92004,XOI,index
2007-09-06,1399.55005,XOI,index
2007-09-05,1388.57996,XOI,index
2007-09-04,1391.21997,XOI,index
2007-08-31,1365.76001,XOI,index
2007-08-30,1348.32996,XOI,index
2007-08-29,1346.39001,XOI,index
2007-08-28,1305.18994,XOI,index
2007-08-27,1342.90002,XOI,index
2007-08-24,1352.55005,XOI,index
2007-08-23,1322.01001,XOI,index
2007-08-22,1319.07996,XOI,index
2007-08-21,1295.29004,XOI,index
2007-08-20,1311.17004,XOI,index
2007-08-17,1309.56006,XOI,index
2007-08-16,1269.35999,XOI,index
2007-08-15,1279.91003,XOI,index
2007-08-14,1310.31006,XOI,index
2007-08-13,1325.09998,XOI,index
2007-08-10,1326.18005,XOI,index
2007-08-09,1305.03003,XOI,index
2007-08-08,1350.57996,XOI,index
2007-08-07,1331.20996,XOI,index
2007-08-06,1308.19995,XOI,index
2007-08-03,1295.45996,XOI,index
2007-08-02,1346.17004,XOI,index
2007-08-01,1355.91003,XOI,index
2007-07-31,1362.51001,XOI,index
2007-07-30,1377.47998,XOI,index
2007-07-27,1354.34998,XOI,index
2007-07-26,1388.46997,XOI,index
2007-07-25,1439.43005,XOI,index
2007-07-24,1423.38,XOI,index
2007-07-23,1475.16003,XOI,index
2007-07-20,1470.06995,XOI,index
2007-07-19,1491.26001,XOI,index
2007-07-18,1494.41003,XOI,index
2007-07-17,1473.52002,XOI,index
2007-07-16,1489.06006,XOI,index
2007-07-13,1514.98999,XOI,index
2007-07-12,1504.13,XOI,index
2007-07-11,1475.76001,XOI,index
2007-07-10,1469.5,XOI,index
2007-07-09,1476.76001,XOI,index
2007-07-06,1459.07996,XOI,index
2007-07-05,1441.37,XOI,index
2007-07-03,1441.72998,XOI,index
2007-07-02,1431.55005,XOI,index
2007-06-29,1409.92004,XOI,index
2007-06-28,1395.96997,XOI,index
2007-06-27,1388.95996,XOI,index
2007-06-26,1383.25,XOI,index
2007-06-25,1405.67004,XOI,index
2007-06-22,1412.10999,XOI,index
2007-06-21,1424.53003,XOI,index
2007-06-20,1397.68005,XOI,index
2007-06-19,1433.16003,XOI,index
2007-06-18,1438.58997,XOI,index
2007-06-15,1434.81006,XOI,index
2007-06-14,1411.45996,XOI,index
2007-06-13,1383.41003,XOI,index
2007-06-12,1357.53003,XOI,index
2007-06-11,1373.55005,XOI,index
2007-06-08,1370.72998,XOI,index
2007-06-07,1357.58997,XOI,index
2007-06-06,1376.60999,XOI,index
2007-06-05,1397.57996,XOI,index
2007-06-04,1406.66003,XOI,index
2007-06-01,1388.07996,XOI,index
2007-05-31,1367.85999,XOI,index
2007-05-30,1369.87,XOI,index
2007-05-29,1348.43005,XOI,index
2007-05-25,1359.85999,XOI,index
2007-05-24,1338.30005,XOI,index
2007-05-23,1358.09998,XOI,index
2007-05-22,1353.96997,XOI,index
2007-05-21,1361.40002,XOI,index
2007-05-18,1348.93994,XOI,index
2007-05-17,1325.80005,XOI,index
2007-05-16,1305.78003,XOI,index
2007-05-15,1301.07996,XOI,index
2007-05-14,1301.77002,XOI,index
2007-05-11,1296.85999,XOI,index
2007-05-10,1273.10999,XOI,index
2007-05-09,1298.28003,XOI,index
2007-05-08,1298.06006,XOI,index
2007-05-07,1296.56995,XOI,index
2007-05-04,1298.18994,XOI,index
2007-05-03,1296.46997,XOI,index
2007-05-02,1286.70996,XOI,index
2007-05-01,1272.93994,XOI,index
2007-04-30,1271.06995,XOI,index
2007-04-27,1284.44995,XOI,index
2007-04-26,1289.16003,XOI,index
2007-04-25,1290.19995,XOI,index
2007-04-24,1264.23999,XOI,index
2007-04-23,1272.5,XOI,index
2007-04-20,1271.75,XOI,index
2007-04-19,1253.08997,XOI,index
2007-04-18,1263.37,XOI,index
2007-04-17,1264.04004,XOI,index
2007-04-16,1271.73999,XOI,index
2007-04-13,1271.18994,XOI,index
2007-04-12,1267.68005,XOI,index
2007-04-11,1247.39001,XOI,index
2007-04-10,1249.22998,XOI,index
2007-04-09,1238.19995,XOI,index
2007-04-05,1242.58997,XOI,index
2007-04-04,1235.95996,XOI,index
2007-04-03,1229.10999,XOI,index
2007-04-02,1228.42004,XOI,index
2007-03-30,1216.31006,XOI,index
2007-03-29,1232.82996,XOI,index
2007-03-28,1223.67004,XOI,index
2007-03-27,1223.90002,XOI,index
2007-03-26,1222.91003,XOI,index
2007-03-23,1213.43994,XOI,index
2007-03-22,1202.14001,XOI,index
2007-03-21,1183.28003,XOI,index
2007-03-20,1166.5,XOI,index
2007-03-19,1154.17004,XOI,index
2007-03-16,1135.22998,XOI,index
2007-03-15,1144.33997,XOI,index
2007-03-14,1149.62,XOI,index
2007-03-13,1136.27002,XOI,index
2007-03-12,1151.05005,XOI,index
2007-03-09,1155.06006,XOI,index
2007-03-08,1151.25,XOI,index
2007-03-07,1147.96997,XOI,index
2007-03-06,1129.18994,XOI,index
2007-03-05,1108.68994,XOI,index
2007-03-02,1122.03003,XOI,index
2007-03-01,1141.73999,XOI,index
2007-02-28,1143.42004,XOI,index
2007-02-27,1142.88,XOI,index
2007-02-26,1184.35999,XOI,index
2007-02-23,1179.52002,XOI,index
2007-02-22,1171.32996,XOI,index
2007-02-21,1163.18994,XOI,index
2007-02-20,1153.21997,XOI,index
2007-02-16,1162.20996,XOI,index
2007-02-15,1162.68005,XOI,index
2007-02-14,1171.10999,XOI,index
2007-02-13,1164.96997,XOI,index
2007-02-12,1148.37,XOI,index
2007-02-09,1163.35999,XOI,index
2007-02-08,1171.90002,XOI,index
2007-02-07,1158.90002,XOI,index
2007-02-06,1164.70996,XOI,index
2007-02-05,1170.25,XOI,index
2007-02-02,1175.84998,XOI,index
2007-02-01,1179.89001,XOI,index
2007-01-31,1164.27002,XOI,index
2007-01-30,1158.23999,XOI,index
2007-01-29,1136.19995,XOI,index
2007-01-26,1141.96997,XOI,index
2007-01-25,1136.84998,XOI,index
2007-01-24,1161.25,XOI,index
2007-01-23,1156.06995,XOI,index
2007-01-22,1129.53003,XOI,index
2007-01-19,1137.66003,XOI,index
2007-01-18,1114.65002,XOI,index
2007-01-17,1121.56006,XOI,index
2007-01-16,1110.58997,XOI,index
2007-01-12,1126.95996,XOI,index
2007-01-11,1092.85999,XOI,index
2007-01-10,1097.28003,XOI,index
2007-01-09,1116.21997,XOI,index
2007-01-08,1134.39001,XOI,index
2007-01-05,1132.42004,XOI,index
2007-01-04,1128.27002,XOI,index
2007-01-03,1150.44995,XOI,index
2006-12-29,1188.17004,XOI,index
2006-12-28,1196.31006,XOI,index
2006-12-27,1196.13,XOI,index
2006-12-26,1181.56006,XOI,index
2006-12-22,1176.82996,XOI,index
2006-12-21,1191.44995,XOI,index
2006-12-20,1198.95996,XOI,index
2006-12-19,1212.81006,XOI,index
2006-12-18,1194.07996,XOI,index
2006-12-15,1227.90002,XOI,index
2006-12-14,1236.84998,XOI,index
2006-12-13,1219.31995,XOI,index
2006-12-12,1211.13,XOI,index
2006-12-11,1217.10999,XOI,index
2006-12-08,1214.78003,XOI,index
2006-12-07,1216.75,XOI,index
2006-12-06,1220.62,XOI,index
2006-12-05,1222.51001,XOI,index
2006-12-04,1212.71997,XOI,index
2006-12-01,1215.97998,XOI,index
2006-11-30,1211.91003,XOI,index
2006-11-29,1208.39001,XOI,index
2006-11-28,1178.79004,XOI,index
2006-11-27,1161.16003,XOI,index
2006-11-24,1162.88,XOI,index
2006-11-22,1163.18994,XOI,index
2006-11-21,1171.65002,XOI,index
2006-11-20,1151.88,XOI,index
2006-11-17,1158.32996,XOI,index
2006-11-16,1148.29004,XOI,index
2006-11-15,1177.55005,XOI,index
2006-11-14,1171.78003,XOI,index
2006-11-13,1167.83997,XOI,index
2006-11-10,1170.80005,XOI,index
2006-11-09,1176.06995,XOI,index
2006-11-08,1166.56995,XOI,index
2006-11-07,1150.46997,XOI,index
2006-11-06,1161.57996,XOI,index
2006-11-03,1147.20996,XOI,index
2006-11-02,1126.92004,XOI,index
2006-11-01,1126.25,XOI,index
2006-10-31,1134.81006,XOI,index
2006-10-30,1122.88,XOI,index
2006-10-27,1140.81006,XOI,index
2006-10-26,1147.17004,XOI,index
2006-10-25,1149.91003,XOI,index
2006-10-24,1134.43005,XOI,index
2006-10-23,1121.84998,XOI,index
2006-10-20,1123.84998,XOI,index
2006-10-19,1129.15002,XOI,index
2006-10-18,1108.88,XOI,index
2006-10-17,1117.47998,XOI,index
2006-10-16,1126.32996,XOI,index
2006-10-13,1104.62,XOI,index
2006-10-12,1088.37,XOI,index
2006-10-11,1067.67004,XOI,index
2006-10-10,1073.17004,XOI,index
2006-10-09,1054.56006,XOI,index
2006-10-06,1065.58997,XOI,index
2006-10-05,1062.78003,XOI,index
2006-10-04,1053.83997,XOI,index
2006-10-03,1035.76001,XOI,index
2006-10-02,1073.95996,XOI,index
2006-09-29,1083.84998,XOI,index
2006-09-28,1079.85999,XOI,index
2006-09-27,1082.35999,XOI,index
2006-09-26,1062.71997,XOI,index
2006-09-25,1041.40002,XOI,index
2006-09-22,1039.41003,XOI,index
2006-09-21,1047.57996,XOI,index
2006-09-20,1033.08997,XOI,index
2006-09-19,1050.16003,XOI,index
2006-09-18,1072.29004,XOI,index
2006-09-15,1047.45996,XOI,index
2006-09-14,1054.0,XOI,index
2006-09-13,1074.16003,XOI,index
2006-09-12,1059.25,XOI,index
2006-09-11,1063.93005,XOI,index
2006-09-08,1090.23999,XOI,index
2006-09-07,1112.23999,XOI,index
2006-09-06,1115.47998,XOI,index
2006-09-05,1155.48999,XOI,index
2006-09-01,1154.41003,XOI,index
2006-08-31,1145.52002,XOI,index
2006-08-30,1158.44995,XOI,index
2006-08-29,1175.15002,XOI,index
2006-08-28,1185.79004,XOI,index
2006-08-25,1199.19995,XOI,index
2006-08-24,1197.39001,XOI,index
2006-08-23,1185.60999,XOI,index
2006-08-22,1203.10999,XOI,index
2006-08-21,1198.67004,XOI,index
2006-08-18,1187.85999,XOI,index
2006-08-17,1172.46997,XOI,index
2006-08-16,1182.09998,XOI,index
2006-08-15,1192.09998,XOI,index
2006-08-14,1182.80005,XOI,index
2006-08-11,1203.31006,XOI,index
2006-08-10,1205.85999,XOI,index
2006-08-09,1219.20996,XOI,index
2006-08-08,1208.51001,XOI,index
2006-08-07,1207.90002,XOI,index
2006-08-04,1199.68005,XOI,index
2006-08-03,1199.30005,XOI,index
2006-08-02,1203.46997,XOI,index
2006-08-01,1204.18994,XOI,index
2006-07-31,1203.47998,XOI,index
2006-07-28,1194.67004,XOI,index
2006-07-27,1191.68005,XOI,index
2006-07-26,1194.87,XOI,index
2006-07-25,1174.73999,XOI,index
2006-07-24,1164.81006,XOI,index
2006-07-21,1132.26001,XOI,index
2006-07-20,1143.42004,XOI,index
2006-07-19,1159.56995,XOI,index
2006-07-18,1151.26001,XOI,index
2006-07-17,1144.31006,XOI,index
2006-07-14,1177.18994,XOI,index
2006-07-13,1166.39001,XOI,index
2006-07-12,1173.62,XOI,index
2006-07-11,1181.56006,XOI,index
2006-07-10,1168.12,XOI,index
2006-07-07,1166.18005,XOI,index
2006-07-06,1171.76001,XOI,index
2006-07-05,1169.01001,XOI,index
2006-07-03,1165.08997,XOI,index
2006-06-30,1153.40002,XOI,index
2006-06-29,1151.08997,XOI,index
2006-06-28,1123.92004,XOI,index
2006-06-27,1103.27002,XOI,index
2006-06-26,1097.26001,XOI,index
2006-06-23,1083.60999,XOI,index
2006-06-22,1047.04004,XOI,index
2006-06-21,1041.41003,XOI,index
2006-06-20,1019.76001,XOI,index
2006-06-19,1021.19,XOI,index
2006-06-16,1054.98999,XOI,index
2006-06-15,1060.80005,XOI,index
2006-06-14,1025.92004,XOI,index
2006-06-13,1006.67999,XOI,index
2006-06-12,1037.03003,XOI,index
2006-06-09,1054.87,XOI,index
2006-06-08,1062.55005,XOI,index
2006-06-07,1056.09998,XOI,index
2006-06-06,1087.39001,XOI,index
2006-06-05,1092.32996,XOI,index
2006-06-02,1122.55005,XOI,index
2006-06-01,1105.51001,XOI,index
2006-05-31,1098.20996,XOI,index
2006-05-30,1075.92004,XOI,index
2006-05-26,1096.01001,XOI,index
2006-05-25,1089.93994,XOI,index
2006-05-24,1057.33997,XOI,index
2006-05-23,1066.90002,XOI,index
2006-05-22,1061.31995,XOI,index
2006-05-19,1075.06995,XOI,index
2006-05-18,1068.5,XOI,index
2006-05-17,1079.06995,XOI,index
2006-05-16,1106.78003,XOI,index
2006-05-15,1102.59998,XOI,index
2006-05-12,1128.37,XOI,index
2006-05-11,1153.75,XOI,index
2006-05-10,1165.25,XOI,index
2006-05-09,1153.29004,XOI,index
2006-05-08,1142.78003,XOI,index
2006-05-05,1150.06006,XOI,index
2006-05-04,1138.51001,XOI,index
2006-05-03,1147.18994,XOI,index
2006-05-02,1164.68005,XOI,index
2006-05-01,1144.35999,XOI,index
2006-04-28,1127.66003,XOI,index
2006-04-27,1119.66003,XOI,index
2006-04-26,1127.17004,XOI,index
2006-04-25,1154.12,XOI,index
2006-04-24,1169.57996,XOI,index
2006-04-21,1185.23999,XOI,index
2006-04-20,1152.66003,XOI,index
2006-04-19,1163.28003,XOI,index
2006-04-18,1153.01001,XOI,index
2006-04-17,1128.04004,XOI,index
2006-04-13,1107.63,XOI,index
2006-04-12,1107.07996,XOI,index
2006-04-11,1106.18005,XOI,index
2006-04-10,1112.93005,XOI,index
2006-04-07,1097.32996,XOI,index
2006-04-06,1111.51001,XOI,index
2006-04-05,1111.84998,XOI,index
2006-04-04,1091.09998,XOI,index
2006-04-03,1075.29004,XOI,index
2006-03-31,1070.55005,XOI,index
2006-03-30,1081.40002,XOI,index
2006-03-29,1080.42004,XOI,index
2006-03-28,1068.14001,XOI,index
2006-03-27,1068.72998,XOI,index
2006-03-24,1063.22998,XOI,index
2006-03-23,1054.25,XOI,index
2006-03-22,1046.90002,XOI,index
2006-03-21,1043.68005,XOI,index
2006-03-20,1047.17004,XOI,index
2006-03-17,1069.81006,XOI,index
2006-03-16,1080.47998,XOI,index
2006-03-15,1065.84998,XOI,index
2006-03-14,1058.18005,XOI,index
2006-03-13,1042.51001,XOI,index
2006-03-10,1021.53998,XOI,index
2006-03-09,1015.60999,XOI,index
2006-03-08,1023.64001,XOI,index
2006-03-07,1021.57001,XOI,index
2006-03-06,1030.06995,XOI,index
2006-03-03,1058.71997,XOI,index
2006-03-02,1060.84998,XOI,index
2006-03-01,1049.83997,XOI,index
2006-02-28,1031.64001,XOI,index
2006-02-27,1042.22998,XOI,index
2006-02-24,1054.26001,XOI,index
2006-02-23,1042.30005,XOI,index
2006-02-22,1042.28003,XOI,index
2006-02-21,1058.01001,XOI,index
2006-02-17,1046.30005,XOI,index
2006-02-16,1034.44995,XOI,index
2006-02-15,1012.85999,XOI,index
2006-02-14,1017.81,XOI,index
2006-02-13,1025.81006,XOI,index
2006-02-10,1024.51001,XOI,index
2006-02-09,1035.62,XOI,index
2006-02-08,1055.53003,XOI,index
2006-02-07,1060.0,XOI,index
2006-02-06,1097.76001,XOI,index
2006-02-03,1081.38,XOI,index
2006-02-02,1095.06995,XOI,index
2006-02-01,1115.59998,XOI,index
2006-01-31,1143.09998,XOI,index
2006-01-30,1140.40002,XOI,index
2006-01-27,1114.64001,XOI,index
2006-01-26,1094.25,XOI,index
2006-01-25,1092.25,XOI,index
2006-01-24,1102.64001,XOI,index
2006-01-23,1105.22998,XOI,index
2006-01-20,1098.41003,XOI,index
2006-01-19,1097.64001,XOI,index
2006-01-18,1081.56006,XOI,index
2006-01-17,1097.63,XOI,index
2006-01-13,1078.68005,XOI,index
2006-01-12,1064.75,XOI,index
2006-01-11,1072.44995,XOI,index
2006-01-10,1066.68994,XOI,index
2006-01-09,1056.22998,XOI,index
2006-01-06,1051.53003,XOI,index
2006-01-05,1029.31995,XOI,index
2006-01-04,1039.0,XOI,index
2006-01-03,1033.85999,XOI,index
2005-12-30,986.83002,XOI,index
2005-12-29,984.91998,XOI,index
2005-12-28,989.59003,XOI,index
2005-12-27,974.21002,XOI,index
2005-12-23,1001.73999,XOI,index
2005-12-22,1005.08002,XOI,index
2005-12-21,1005.59998,XOI,index
2005-12-20,999.83002,XOI,index
2005-12-19,993.29999,XOI,index
2005-12-16,999.64001,XOI,index
2005-12-15,1017.21002,XOI,index
2005-12-14,1032.91003,XOI,index
2005-12-13,1022.48999,XOI,index
2005-12-12,1017.75,XOI,index
2005-12-09,1006.98999,XOI,index
2005-12-08,1023.95001,XOI,index
2005-12-07,1008.90997,XOI,index
2005-12-06,1018.67999,XOI,index
2005-12-05,1016.45001,XOI,index
2005-12-02,1006.95001,XOI,index
2005-12-01,1005.29999,XOI,index
2005-11-30,976.84003,XOI,index
2005-11-29,972.59003,XOI,index
2005-11-28,972.29999,XOI,index
2005-11-25,1009.31,XOI,index
2005-11-23,1007.90997,XOI,index
2005-11-22,1014.21002,XOI,index
2005-11-21,994.73999,XOI,index
2005-11-18,979.34003,XOI,index
2005-11-17,976.14001,XOI,index
2005-11-16,976.60999,XOI,index
2005-11-15,961.70001,XOI,index
2005-11-14,966.03003,XOI,index
2005-11-11,955.38,XOI,index
2005-11-10,948.28998,XOI,index
2005-11-09,977.76001,XOI,index
2005-11-08,986.03003,XOI,index
2005-11-07,977.77002,XOI,index
2005-11-04,995.62,XOI,index
2005-11-03,1023.23999,XOI,index
2005-11-02,1005.57001,XOI,index
2005-11-01,988.63,XOI,index
2005-10-31,985.62,XOI,index
2005-10-28,968.97998,XOI,index
2005-10-27,947.04999,XOI,index
2005-10-26,967.23999,XOI,index
2005-10-25,966.34003,XOI,index
2005-10-24,952.25,XOI,index
2005-10-21,927.57001,XOI,index
2005-10-20,912.63,XOI,index
2005-10-19,957.12,XOI,index
2005-10-18,941.16998,XOI,index
2005-10-17,981.23999,XOI,index
2005-10-14,967.22998,XOI,index
2005-10-13,961.09003,XOI,index
2005-10-12,983.90997,XOI,index
2005-10-11,1004.84998,XOI,index
2005-10-10,985.53998,XOI,index
2005-10-07,995.78998,XOI,index
2005-10-06,975.67999,XOI,index
2005-10-05,997.08002,XOI,index
2005-10-04,1039.04004,XOI,index
2005-10-03,1074.18994,XOI,index
2005-09-30,1076.31006,XOI,index
2005-09-29,1091.02002,XOI,index
2005-09-28,1087.42004,XOI,index
2005-09-27,1074.09998,XOI,index
2005-09-26,1076.27002,XOI,index
2005-09-23,1060.93994,XOI,index
2005-09-22,1077.09998,XOI,index
2005-09-21,1085.13,XOI,index
2005-09-20,1067.60999,XOI,index
2005-09-19,1079.55005,XOI,index
2005-09-16,1056.05005,XOI,index
2005-09-15,1051.64001,XOI,index
2005-09-14,1054.02002,XOI,index
2005-09-13,1041.97998,XOI,index
2005-09-12,1049.43005,XOI,index
2005-09-09,1074.06006,XOI,index
2005-09-08,1046.48999,XOI,index
2005-09-07,1045.73999,XOI,index
2005-09-06,1046.46997,XOI,index
2005-09-02,1040.39001,XOI,index
2005-09-01,1053.69995,XOI,index
2005-08-31,1017.29999,XOI,index
2005-08-30,984.91998,XOI,index
2005-08-29,967.35999,XOI,index
2005-08-26,955.37,XOI,index
2005-08-25,967.10999,XOI,index
2005-08-24,969.27002,XOI,index
2005-08-23,962.5,XOI,index
2005-08-22,967.07001,XOI,index
2005-08-19,964.84003,XOI,index
2005-08-18,948.26001,XOI,index
2005-08-17,952.28998,XOI,index
2005-08-16,977.46002,XOI,index
2005-08-15,996.46997,XOI,index
2005-08-12,1005.83002,XOI,index
2005-08-11,1002.46002,XOI,index
2005-08-10,992.87,XOI,index
2005-08-09,978.92999,XOI,index
2005-08-08,977.28003,XOI,index
2005-08-05,959.26001,XOI,index
2005-08-04,963.16998,XOI,index
2005-08-03,965.44,XOI,index
2005-08-02,964.90002,XOI,index
2005-08-01,953.19,XOI,index
2005-07-29,942.84998,XOI,index
2005-07-28,949.27002,XOI,index
2005-07-27,942.31,XOI,index
2005-07-26,937.67999,XOI,index
2005-07-25,942.59003,XOI,index
2005-07-22,939.5,XOI,index
2005-07-21,915.78998,XOI,index
2005-07-20,925.16998,XOI,index
2005-07-19,923.65997,XOI,index
2005-07-18,912.78003,XOI,index
2005-07-15,916.52002,XOI,index
2005-07-14,919.51001,XOI,index
2005-07-13,936.65997,XOI,index
2005-07-12,939.60999,XOI,index
2005-07-11,930.32001,XOI,index
2005-07-08,927.44,XOI,index
2005-07-07,929.26001,XOI,index
2005-07-06,918.96997,XOI,index
2005-07-05,931.27002,XOI,index
2005-07-01,910.28998,XOI,index
2005-06-30,888.79999,XOI,index
2005-06-29,895.22998,XOI,index
